"rbd_cc","vacantes"
"12935_311000000133",28
"12935_411000000133",24
"12935_511000000133",17
"12935_611000000133",7
"12935_711000000133",13
"12935_811000000133",1
"12935_131000000133",25
"12935_231000000133",19
"12935_331000000133",7
"12935_431000000133",11
"12941_401000000133",70
"12941_501000000133",21
"12941_111000000133",23
"12941_211000000133",13
"12941_311000000133",11
"12941_411000000133",5
"12941_511000000133",10
"12941_611000000133",10
"12941_711000000133",12
"12941_811000000133",9
"12942_401000000132",70
"12942_501000000131",19
"12942_111000000133",26
"12942_211000000133",4
"12942_311000000133",2
"12942_411000000133",2
"12942_511000000133",6
"12942_611000000133",4
"12942_711000000133",4
"12942_811000000133",2
"12943_711000000123",215
"12943_811000000123",19
"12943_131000000123",20
"12943_231000000123",20
"12943_351052010123",1
"12943_351052013123",7
"12943_351053014123",5
"12943_351053015123",5
"12943_451052010123",2
"12943_451052013123",4
"12943_451053014123",0
"12943_451053015123",0
"12944_401000000132",70
"12944_501000000131",13
"12944_111000000133",68
"12944_211000000133",21
"12944_311000000133",28
"12944_411000000133",22
"12944_511000000133",46
"12944_611000000133",19
"12944_711000000133",30
"12944_811000000133",50
"12945_111000000132",66
"12945_211000000132",4
"12945_311000000133",8
"12945_411000000133",3
"12945_511000000133",3
"12945_611000000133",15
"12945_711000000133",25
"12945_811000000133",14
"12955_111000000132",66
"12955_211000000132",14
"12955_311000000133",13
"12955_411000000133",12
"12955_511000000133",10
"12955_611000000133",13
"12958_401000000132",32
"12958_501000000131",5
"12958_111000000131",5
"12958_211000000131",5
"12958_311000000133",4
"12958_411000000133",1
"12958_511000000133",0
"12958_611000000133",3
"12958_711000000133",5
"12958_811000000133",7
"12958_131000000133",7
"12958_231000000133",7
"12958_331000000133",3
"12958_431000000133",3
"12961_131000000133",68
"12961_231000000133",23
