"mrun_1","mrun_2"
8645462,24824098
8704250,25846053
8712024,15993535
8732027,26742050
8750452,25685593
8796803,18473286
8797269,5452121
8809306,25698529
8924128,10418163
8928270,25995271
8937741,12070233
8944535,14437229
9017810,7668031
9053880,25256870
9109723,25933899
9128310,23547518
9164904,16736222
9206352,26969496
9211282,26997287
9217036,26689424
9232524,12166780
9248600,26512304
9305729,24245647
9309761,19544720
9323178,26184355
9339584,16554169
9417823,26827619
9448947,25427361
9453543,9349515
9476941,25936905
9606606,9670526
9633615,25540069
9651699,9986236
9719412,26105823
9773009,25391711
9773009,26040951
9773333,26349425
9774052,26947721
9814225,15806456
9833008,17351977
9833433,9548805
9973737,18278189
9973737,27413767
9987664,21239057
9993356,7391877
10018079,10678384
10035513,25309921
10043681,15599025
10044995,5261297
10044995,20123712
10044995,25440115
10110635,598607
10163571,3221215
10165781,25426539
10182545,27034156
10194404,27040411
10238736,26433561
10250032,19840636
10250032,26061508
10250032,26796095
10250032,27624814
10262906,25925081
10299780,11542398
10301479,11642902
10359006,27372249
10400046,26505008
10413877,26031131
10530651,18751549
10536705,25689738
10596828,26171187
10604526,26198404
10650003,25935461
10650036,26326090
10651220,12919689
10656159,27093393
10667479,27342049
10729561,10650003
10729561,25935461
10761593,16600469
10763402,27109615
10781437,26020845
10814677,26019234
10837766,26185428
10858627,15450119
10907422,4152828
10907422,25651974
10907422,27106765
10924157,21312979
10934696,25884746
10956585,7047696
10978773,25655394
10979828,26180378
10996374,26909932
11034489,15407075
11119883,25277561
11136054,15510397
11141100,25913069
11168835,25538342
11180928,25954306
11216963,25189289
11243537,26180790
11302266,26678060
11364227,25385810
11418644,27000887
11457901,26573072
11477550,21190910
11483456,20911952
11555264,25545923
11560444,1124841
11565617,25774149
11617337,26503256
11621200,7199850
11638819,19043011
11659219,4166647
11665693,5277098
11686990,16512288
11785912,26830575
11787653,26414744
11814564,7881800
11826777,26847546
11827935,26358550
11828632,12689050
11828930,13272684
11828930,16705436
11828930,25990682
11955006,26045076
11955006,26667474
11986283,3614957
12010706,2620219
12051028,21717636
12052893,25649730
12066863,26311785
12104584,25777492
12117194,26155177
12129977,10701076
12143475,19486232
12146793,25333627
12187990,20481102
12192571,11288796
12202949,26579734
12240663,16752361
12314007,4698339
12333956,26631287
12396505,9232524
12396505,12166780
12399792,10035513
12399792,25309921
12501419,26349896
12521105,12438877
12564780,9510215
12608859,26160251
12616075,26786120
12619710,25342341
12666271,12387184
12679257,25889348
12679257,26524156
12753461,26013786
12795177,26376034
12825766,25894364
12859543,26589558
12897991,451558
12917623,16655921
12957713,7030489
12962503,26169797
12967781,26426721
12969900,26334325
12988633,16056750
13004999,25268407
13026612,25264289
13047122,26661765
13101266,26170586
13101788,26697746
13101788,27015177
13169436,26807389
13188451,25932580
13205202,26181753
13205202,27026346
13207590,25646735
13207590,26392674
13251635,26445295
13272684,16705436
13272684,25990682
13295895,26366888
13333524,18473984
13453188,26441073
13454589,4291724
13454589,25925261
13456531,25939789
13485474,22626536
13499417,14636860
13516228,26436644
13593951,13876382
13655270,26416674
13686865,22445195
13693726,8645462
13693726,24824098
13702546,2711695
13707521,18561809
13720038,25922694
13829277,26415444
13857013,27011714
13866078,12953516
13909371,26669633
13912006,26048092
13926048,26186445
14038617,13088270
14058800,17865069
14122365,25254355
14162769,15050209
14249363,18427788
14249363,24602636
14251146,25338337
14251146,26013167
14274460,27014920
14290380,27020160
14290380,27029572
14290380,27034252
14338810,25677716
14341769,25194014
14352893,26837657
14358041,25541860
14387727,13149325
14400285,26207740
14409792,26089876
14415587,26274604
14474542,25944885
14485966,26207185
14519529,25689492
14525843,25983843
14525843,26558071
14580452,8588794
14592362,26293715
14618640,24072029
14618640,27630709
14666334,25879670
14711925,26621551
14714717,26520090
14733463,25947402
14765131,27352998
14779524,25189528
14793896,22695025
14793896,25372741
14828517,5261297
14828517,20123712
14828517,25440115
14867023,23586578
14879338,10708628
14914047,7439233
14930130,21081603
14983852,26804965
15005544,25896433
15007322,4446324
15015147,14177835
15030926,25683059
15033168,27621010
15105654,27009134
15149260,25832947
15149260,26352904
15149260,26829818
15149260,27223484
15194921,25237963
15194921,26217465
15216506,25918473
15236426,6283323
15236426,26499736
15254710,26999065
15254710,27029687
15289380,25312981
15359757,26432880
15399238,25237180
15406518,25772063
15410715,27625169
15413539,26509531
15433698,20330977
15437956,6431806
15464597,4152828
15464597,10907422
15464597,25651974
15464597,27106765
15476761,27401888
15545103,5751379
15545103,26512227
15564413,20200170
15583448,7507461
15583448,26523995
15595395,27116635
15619331,26115378
15652185,26320321
15668819,4175429
15668819,21481676
15716712,25359245
15716712,25588950
15721759,27040035
15743003,1569845
15747388,7250408
15747388,26286710
15747388,26313086
15750578,2216442
15777993,25959550
15780304,26115752
15802608,1463600
15802608,25959576
15820328,2951068
15840702,26762800
15970568,26567673
16030739,5347131
16030739,25698457
16075158,26207285
16086077,26833389
16087347,22823147
16087347,26447814
16095042,27100743
16183484,25568134
16183777,26200496
16241275,1052089
16244793,8314279
16244793,25667488
