"mrun","rbd_cc","preferencia_postulante"
156085,"13388_711000000233",8
156085,"526_711000000133",9
156085,"568_711000000133",10
156085,"13426_711000000133",11
156085,"620_711000000133",12
156523,"648_811000000133",1
156523,"13361_811000000133",2
156523,"649_811000000133",3
156523,"646_811000000133",4
157139,"11144_411000000133",1
157139,"13514_411000000133",2
157139,"13489_411000000123",3
157139,"13491_411000000133",4
158072,"574_811000000123",1
158072,"568_811000000133",2
158072,"13420_811000000133",3
158072,"597_811000000133",4
161246,"13504_131000000133",1
163059,"13633_311000000133",1
163059,"13324_311000000133",2
164025,"11106_231000000133",1
164025,"13573_231000000133",2
164025,"769_231000000133",3
164025,"704_231000000133",4
164025,"799_231000000133",5
168600,"13420_131000000133",1
168600,"13576_131000000133",2
168600,"530_131000000133",3
168600,"518_131000000133",4
168600,"13333_131000000133",5
168600,"575_131000000113",6
168600,"11155_131000000133",7
168600,"567_131000000133",8
174660,"648_131000000133",1
174660,"13314_131000000133",2
174660,"13561_131000000133",3
174660,"646_131000000133",4
174660,"13553_131000000133",5
174660,"13341_131000000133",6
174660,"13442_131000000133",7
174660,"649_131000000133",8
174660,"13604_131000000133",9
174660,"565_131000000133",10
175119,"766_311000000133",1
175119,"725_311000000133",2
177509,"690_231000000133",1
177509,"13606_231000000133",2
180300,"40319_131000000133",1
180300,"1036_131000000133",2
182240,"706_411000000133",1
182240,"766_411000000133",2
182240,"763_411000000133",3
182240,"721_411000000133",4
182607,"987_511000000133",1
182607,"11130_511000000133",2
182607,"11147_511000000131",3
188962,"579_131000000133",1
188962,"565_131000000133",2
189809,"13313_511000000133",1
189809,"13633_511000000133",2
189866,"11106_611000000133",1
189866,"769_611000000133",2
189866,"763_611000000133",3
189866,"766_611000000133",4
189866,"712_611000000133",5
192600,"13559_711000000133",1
193708,"704_131000000133",1
193708,"768_131000000113",2
193708,"13427_131000000133",3
196951,"575_341041002113",1
196951,"518_341041005133",2
196951,"597_331000000133",3
197148,"13388_131000000233",1
197148,"13582_131000000133",2
197148,"521_131000000133",3
203800,"13372_711000000133",1
203800,"13373_711000000133",2
204561,"570_231000000133",1
204561,"568_231000000133",2
204561,"583_231000000133",3
204561,"13356_231000000133",4
204561,"579_231000000133",5
204561,"589_231000000133",6
204561,"526_231000000133",7
211921,"11157_331000000133",1
211921,"13372_331000000133",2
211921,"13305_331000000133",3
211921,"13388_331000000233",4
213188,"583_611000000133",1
213188,"570_611000000133",2
213188,"568_611000000133",3
213188,"567_611000000133",4
214036,"13461_131000000133",1
214036,"609_131000000133",2
214036,"13561_131000000133",3
214036,"13558_131000000133",4
216871,"704_811000000133",1
216871,"767_811000000133",2
216871,"768_811000000113",3
216871,"713_811000000133",4
216875,"13565_711000000133",1
216875,"530_711000000133",2
216875,"13384_711000000133",3
216875,"525_711000000133",4
218414,"768_131000000113",1
218414,"704_131000000133",2
218414,"13590_131000000133",3
221686,"609_131000000133",1
221686,"13558_131000000133",2
221686,"13604_131000000133",3
221686,"13561_131000000133",4
221686,"13314_131000000133",5
221686,"13504_131000000133",6
221686,"648_131000000133",7
221686,"649_131000000133",8
221686,"13553_131000000133",9
223841,"769_711000000133",1
223841,"11106_711000000133",2
223841,"13573_711000000133",3
223841,"13427_711000000133",4
225818,"13324_611000000233",1
225818,"648_611000000133",2
225818,"13361_611000000133",3
225818,"649_611000000133",4
225818,"13539_611000000133",5
225840,"13356_511000000131",1
225840,"13360_511000000133",2
225840,"13305_511000000133",3
225840,"573_511000000133",4
226021,"704_711000000133",1
226021,"769_711000000133",2
226021,"11106_711000000133",3
226021,"768_711000000113",4
226021,"707_711000000113",5
226956,"802_131000000133",1
226956,"799_131000000133",2
226956,"701_131000000133",3
227123,"13514_311000000133",1
227123,"11144_311000000133",2
227123,"11105_311000000133",3
227123,"618_311000000133",4
227835,"13372_511000000133",1
227835,"40231_511000000133",2
227835,"13360_511000000133",3
227835,"12779_511000000133",4
228898,"13420_131000000133",1
228898,"13384_131000000133",2
228898,"575_131000000113",3
228898,"13586_131000000133",4
229959,"13313_331000000133",1
229959,"13314_331000000133",2
229959,"13324_331000000233",3
229959,"609_341041005133",4
229959,"516_331000000133",5
233070,"767_231000000133",1
233070,"766_231000000133",2
233070,"763_231000000133",3
233070,"701_231000000133",4
235834,"583_231000000133",1
235834,"40194_231000000133",2
235853,"704_131000000133",1
235853,"772_171072007133",2
235853,"701_131000000133",3
236343,"579_611000000133",1
236343,"583_611000000133",2
236343,"13420_611000000133",3
248812,"988_131000000133",1
248812,"968_131000000133",2
248812,"967_131000000133",3
249772,"40231_711000000133",1
249772,"13305_711000000133",2
249772,"13388_711000000233",3
249772,"13535_711000000133",4
249772,"12779_711000000133",5
249772,"13356_711000000133",6
249772,"579_711000000133",7
249772,"583_711000000133",8
249772,"31194_711000000133",9
249772,"13372_711000000133",10
249772,"13503_711000000133",11
249772,"11157_711000000133",12
249772,"13446_711000000123",13
249772,"13330_711000000131",14
249772,"589_711000000133",15
249772,"13360_711000000133",16
249772,"573_711000000133",17
249772,"13426_711000000133",18
249772,"568_711000000133",19
249772,"526_711000000133",20
249772,"13582_711000000133",21
249772,"40298_711000000133",22
250660,"20390_311000000133",1
250660,"13474_311000000133",2
251820,"573_411000000133",1
251820,"13356_411000000131",2
251820,"13372_411000000133",3
