"mrun_1","mrun_2"
3231771,26515697
3233229,8501328
3233229,10330204
3233229,25544433
3233229,27013986
3236925,25670074
3237669,26160328
3245595,25960589
3245695,26147765
3263327,16920139
3263329,26258852
3269834,26031987
3271088,26846207
3273501,5697379
3273975,26208245
3286776,13745726
3288066,18604342
3288066,25277449
3296856,26767218
3297146,17067516
3302978,25931934
3303142,6909559
3315064,27336766
3327116,26500547
3327261,26555356
3341425,25387723
3346205,9284060
3348043,24229134
3348043,25658970
3350722,26866533
3351896,25224096
3352792,26819173
3353088,26405728
3353088,26450967
3354633,21728221
3354633,26754863
3382398,216875
3389522,26346197
3398125,17196025
3398125,25333578
3403486,4654734
3403486,26143192
3406720,15628980
3409976,26115930
3422855,12586519
3425819,26850204
3428515,25681532
3439654,8823924
3442903,19361068
3446396,25398074
3453806,26000717
3467036,26645715
3476167,3350924
3476167,18136725
3478020,3952740
3479004,16165904
3488074,25273018
3488362,23417930
3504496,14355138
3507729,25411214
3511288,17841219
3513552,25365489
3524531,15922207
3526289,25426941
3529498,25731213
3530260,26699063
3531551,25649097
3532087,22355771
3540361,26315539
3543647,26581909
3544315,26551824
3544472,26446852
3558776,12509189
3589978,5724524
3610674,26794998
3612346,630055
3612346,26030774
3620380,26331956
3621636,14328246
3621636,26753286
3623585,25723861
3626466,4846794
3628297,8434075
3649154,25200275
3650671,26736037
3660018,26343571
3664928,15745193
3671110,26174074
3673707,26322426
3689598,27012465
3699528,20030195
3700358,11161068
3700358,27390287
3702790,22132227
3702790,25895645
3703599,25346766
3722857,25362002
3734117,27051136
3744338,26716088
3746340,9941829
3748092,26343954
3758654,26213106
3772936,21992357
3779982,26384064
3782856,9977404
3782856,20205445
3784184,25854119
3788173,25952173
3788451,26058913
3788451,26333091
3796794,26426719
3801817,16668308
3802400,14442740
3806312,9124626
3806312,17174598
3806312,25408287
3807866,26848509
3825204,26349504
3834154,12448430
3838042,11830306
3846078,26323715
3850296,25369644
3851316,27181709
3854666,27005150
3863639,26216342
3872403,25214132
3872876,10999330
3872876,20512083
3873961,4634922
3873961,7973907
3877371,27181266
3878645,26337635
3910909,23619530
3917111,26871887
3929567,25229152
3943238,27199221
3963686,26384918
3983486,25535941
4004419,25218607
4007719,26503445
4007719,26559639
4018534,22632821
4023427,5075789
4026281,27106293
4049706,25891422
4057620,18702982
4067893,25698271
4067893,25881856
4072869,3995707
4072869,20338290
4084016,26090287
4084825,18043022
4088033,25196230
4097509,26689439
4119361,26507746
4120876,25475971
4121910,26592775
4123997,25321758
4124362,11542311
4144609,26021284
4151778,6694410
4152348,26810453
4155504,12695028
4159972,23645777
4160841,26505730
4163812,26169987
4166010,9726216
4166010,20519953
4172843,24009162
4173394,8710906
4177397,26175214
4178405,26836844
4183719,94874
4196842,27224656
4203321,27622954
4204405,26676201
4217785,1555089
4229836,3531551
4229836,25649097
4236140,11814761
4239222,25727011
4240629,5942948
4242507,26600423
4247986,192600
4252410,26648546
4260531,26012864
4267928,26500165
4283672,26390968
4289440,24306192
4292935,25774907
4294458,7422245
4298653,25733462
4304133,25526708
4307392,16363318
4307392,26146257
4322209,907110
4330673,27055598
4341670,27237258
4342971,24265479
4344806,25255000
4352812,10778172
4376140,26684215
4382519,1812821
4382519,26092200
4399972,27634614
4422835,26150710
4427133,14543664
4427854,4239222
4427854,25727011
4429512,8693674
4430435,27005919
4431587,26117698
4431886,25679007
4435389,9522069
4444662,18244264
4444662,26993549
4445065,26172023
4447326,25722307
4447326,26447043
4452802,26310543
4480296,23194831
4486711,26406687
4486798,19818017
4500085,24118574
4500085,26017191
4502897,14898334
4502897,25170401
4503137,26645918
4504655,25220154
4504655,25281314
4505681,16371963
4508663,25351636
4508663,26751819
4515599,26600447
4527289,4711534
4527289,22734767
4527289,26747112
4544348,18210710
4545831,25209514
4554667,27170955
4556902,26273147
4558171,26640952
4558773,18013966
4576284,26628446
4604617,25300985
4611853,25371152
4621265,25330199
4621265,25891741
4621265,26197551
4628493,17889336
4630860,26782508
4634922,7973907
4637637,27170309
4637699,26630904
4638788,25691285
4648178,25543615
4654734,26143192
4662158,17320841
4662434,26759078
4664341,13782279
4664341,23740026
4668334,15195742
4668334,26199681
4672426,26112256
4673064,6075399
4673488,13598984
4679583,26600634
4679583,26682260
4681764,25420671
4705059,8724570
4711534,26747112
4711915,10550836
4722136,26312374
4728775,27108029
4728918,12505434
4738570,15020475
4738570,26019370
4741277,17938380
4741277,25542011
4741277,25936448
4749647,24902124
4749647,26855753
4757138,17155848
4767773,13780047
4769357,6691938
4774861,4036549
4782942,21813596
4808382,26055043
4808874,26507308
4818419,25827489
4821608,25954223
4827397,26132829
4830923,2253166
4835748,26725071
4858024,14240513
4860935,21588642
4860935,24738589
4866236,26506493
4869827,18518069
4870669,25306909
4871900,22362282
4879748,660993
4882955,2362949
4894456,26047540
4894732,25724353
4894918,14966871
4895498,12906611
4902036,15703694
4902036,20902345
4903248,26592830
4912623,7283266
4912623,25235047
4919867,26221478
4922488,25884473
4926131,26089562
4931860,25403554
4944271,25881115
4948398,26293521
4949322,26211734
4952731,8669776
4956300,2909670
4956300,12152035
4961813,26038810
4988849,25901253
4994378,22252038
5011770,25672040
5011770,26786898
5015939,26562646
5018589,26898369
5022600,26720338
5022858,26753460
5031410,1374946
5031410,26272657
5038485,9565685
5038485,16063017
5044195,26790864
5047345,24373532
5050542,26587785
5053688,26603902
5053958,27404291
5056485,17320841
5056695,26740128
5058043,27213481
5060236,26153568
5065859,13643154
5065859,26998648
5082899,11491670
5092623,26500681
5096348,21253037
5099454,26384347
5107062,11610646
5115970,27624053
5119997,26560412
5127175,22944174
5128189,25283311
